0.88	0.84	0.89	0.88	0.9	0.91	0.89	0.91
0.82	0.76	0.81	0.82	0.86	0.85	0.83	0.85
0.7	0.7	0.7	0.72	0.77	0.77	0.76	0.76
0.65	0.6	0.57	0.65	0.7	0.74	0.69	0.69
0.55	0.52	0.51	0.61	0.69	0.72	0.71	0.75
0.44	0.52	0.5	0.67	0.71	0.77	0.81	0.87
0.4	0.4	0.48	0.55	0.72	0.81	0.82	0.93
0.38	0.45	0.5	0.58	0.69	0.76	0.81	0.89
