0.405	0.513	0.129	0.106	0.107	0.116	0.108	0.118
0.134	0.166	0.125	0.125	0.114	0.122	0.11	0.125
0.135	0.218	0.371	0.425	0.377	0.38	0.339	0.35
0.426	0.566	0.57	0.63	0.483	0.561	0.427	0.498
0.879	0.85	0.767	0.751	0.666	0.635	0.652	0.86
0.945	0.875	0.757	0.889	0.699	0.843	0.723	0.992
0.965	0.92	0.936	0.891	0.882	0.949	0.866	1.013
0.877	0.948	0.894	0.96	0.935	0.948	0.913	1.031

